,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-07T15:34:43.043
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-07T15:34:43.043
2,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-08-07T15:34:43.043
3,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-07T15:34:43.043
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-07T15:34:43.043
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-07T15:34:43.043
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-07T15:34:43.043
7,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-07T15:34:43.043
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-07T15:34:43.043
9,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-07T15:34:43.043
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-07T15:34:43.043
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-07T15:34:43.043
12,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-07T15:34:43.043
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-07T15:34:43.043
14,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-07T15:34:43.043
15,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-07T15:34:43.043
16,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-07T15:34:43.043
17,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-07T15:34:43.043
18,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-07T15:34:43.043
19,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-07T15:34:43.043
20,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-07T15:34:43.043
21,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-07T15:34:43.043
22,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-07T15:34:43.043
23,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-07T15:34:43.043
24,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-07T15:34:43.043
25,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-07T15:34:43.043
26,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-07T15:34:43.043
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-07T15:34:43.043
28,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-07T15:34:43.043
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-07T15:34:43.043
30,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-07T15:34:43.043
31,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-07T15:34:43.043
32,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-07T15:34:43.043
33,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-07T15:34:43.043
34,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-07T15:34:43.043
35,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-07T15:34:43.043
36,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-07T15:34:43.043
37,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-07T15:34:43.043
38,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-07T15:34:43.043
39,2020-03-24T00:00:00.000,Death,Community,1,2020-08-07T15:34:43.043
40,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-07T15:34:43.043
41,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-07T15:34:43.043
42,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-07T15:34:43.043
43,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-07T15:34:43.043
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-07T15:34:43.043
45,2020-03-25T00:00:00.000,Confirmed,Unknown,4,2020-08-07T15:34:43.043
46,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-07T15:34:43.043
47,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-07T15:34:43.043
48,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-08-07T15:34:43.043
49,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-07T15:34:43.043
50,2020-03-26T00:00:00.000,Death,Community,2,2020-08-07T15:34:43.043
51,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-07T15:34:43.043
52,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-07T15:34:43.043
53,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-07T15:34:43.043
54,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-07T15:34:43.043
55,2020-03-27T00:00:00.000,Death,Community,1,2020-08-07T15:34:43.043
56,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-07T15:34:43.043
57,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-07T15:34:43.043
58,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-08-07T15:34:43.043
59,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-08-07T15:34:43.043
60,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-07T15:34:43.043
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-08-07T15:34:43.043
62,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-08-07T15:34:43.043
63,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-08-07T15:34:43.043
64,2020-03-30T00:00:00.000,Death,Community,1,2020-08-07T15:34:43.043
65,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-08-07T15:34:43.043
66,2020-03-31T00:00:00.000,Death,Community,1,2020-08-07T15:34:43.043
67,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-08-07T15:34:43.043
68,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-08-07T15:34:43.043
69,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-08-07T15:34:43.043
70,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-08-07T15:34:43.043
71,2020-04-01T00:00:00.000,Death,Community,2,2020-08-07T15:34:43.043
72,2020-04-01T00:00:00.000,Death,From Contact,1,2020-08-07T15:34:43.043
73,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-08-07T15:34:43.043
74,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-08-07T15:34:43.043
75,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-08-07T15:34:43.043
76,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-08-07T15:34:43.043
77,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-08-07T15:34:43.043
