,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-28T15:19:20.240
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-28T15:19:20.240
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-28T15:19:20.240
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-28T15:19:20.240
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-28T15:19:20.240
5,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-28T15:19:20.240
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-28T15:19:20.240
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-28T15:19:20.240
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-28T15:19:20.240
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-28T15:19:20.240
10,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-28T15:19:20.240
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-28T15:19:20.240
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-28T15:19:20.240
13,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-28T15:19:20.240
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-28T15:19:20.240
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-28T15:19:20.240
16,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-28T15:19:20.240
17,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-28T15:19:20.240
18,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-28T15:19:20.240
19,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-28T15:19:20.240
20,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-28T15:19:20.240
21,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-28T15:19:20.240
22,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-28T15:19:20.240
23,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-28T15:19:20.240
24,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-28T15:19:20.240
25,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-28T15:19:20.240
26,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-28T15:19:20.240
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-28T15:19:20.240
28,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-28T15:19:20.240
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-28T15:19:20.240
30,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-28T15:19:20.240
31,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-28T15:19:20.240
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-28T15:19:20.240
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-28T15:19:20.240
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-28T15:19:20.240
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-28T15:19:20.240
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-28T15:19:20.240
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-28T15:19:20.240
38,2020-03-24T00:00:00.000,Death,Community,1,2020-08-28T15:19:20.240
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-28T15:19:20.240
40,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-28T15:19:20.240
41,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-28T15:19:20.240
42,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-28T15:19:20.240
43,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-08-28T15:19:20.240
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-28T15:19:20.240
45,2020-03-26T00:00:00.000,Confirmed,Community,28,2020-08-28T15:19:20.240
46,2020-03-26T00:00:00.000,Death,Community,2,2020-08-28T15:19:20.240
47,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-28T15:19:20.240
48,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-28T15:19:20.240
49,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-28T15:19:20.240
50,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-28T15:19:20.240
51,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-28T15:19:20.240
52,2020-03-27T00:00:00.000,Death,Community,1,2020-08-28T15:19:20.240
53,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-28T15:19:20.240
54,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-28T15:19:20.240
55,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-28T15:19:20.240
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-28T15:19:20.240
57,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-08-28T15:19:20.240
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-08-28T15:19:20.240
59,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-28T15:19:20.240
60,2020-03-30T00:00:00.000,Death,Community,1,2020-08-28T15:19:20.240
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-08-28T15:19:20.240
