,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-10-03T14:20:55.270
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-10-03T14:20:55.270
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-10-03T14:20:55.270
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-10-03T14:20:55.270
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-10-03T14:20:55.270
5,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-10-03T14:20:55.270
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-10-03T14:20:55.270
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-10-03T14:20:55.270
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-10-03T14:20:55.270
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-10-03T14:20:55.270
10,2020-03-13T00:00:00.000,Confirmed,Community,13,2020-10-03T14:20:55.270
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-10-03T14:20:55.270
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-10-03T14:20:55.270
13,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-10-03T14:20:55.270
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-10-03T14:20:55.270
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-10-03T14:20:55.270
16,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-10-03T14:20:55.270
17,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-10-03T14:20:55.270
18,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-10-03T14:20:55.270
19,2020-03-17T00:00:00.000,Death,From Contact,1,2020-10-03T14:20:55.270
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-10-03T14:20:55.270
21,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-10-03T14:20:55.270
22,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-10-03T14:20:55.270
23,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-10-03T14:20:55.270
24,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-10-03T14:20:55.270
25,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-10-03T14:20:55.270
26,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-10-03T14:20:55.270
27,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-10-03T14:20:55.270
28,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-10-03T14:20:55.270
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-10-03T14:20:55.270
30,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-10-03T14:20:55.270
31,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-10-03T14:20:55.270
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-10-03T14:20:55.270
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-10-03T14:20:55.270
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-10-03T14:20:55.270
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-10-03T14:20:55.270
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-10-03T14:20:55.270
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-10-03T14:20:55.270
38,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-10-03T14:20:55.270
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-10-03T14:20:55.270
40,2020-03-24T00:00:00.000,Death,Community,1,2020-10-03T14:20:55.270
41,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-10-03T14:20:55.270
42,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-10-03T14:20:55.270
43,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-10-03T14:20:55.270
44,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-10-03T14:20:55.270
45,2020-03-26T00:00:00.000,Death,From Contact,1,2020-10-03T14:20:55.270
46,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-10-03T14:20:55.270
47,2020-03-26T00:00:00.000,Death,Community,2,2020-10-03T14:20:55.270
48,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-10-03T14:20:55.270
49,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-10-03T14:20:55.270
50,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-10-03T14:20:55.270
51,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-10-03T14:20:55.270
52,2020-03-27T00:00:00.000,Death,From Contact,1,2020-10-03T14:20:55.270
53,2020-03-27T00:00:00.000,Death,Community,1,2020-10-03T14:20:55.270
54,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-10-03T14:20:55.270
55,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-10-03T14:20:55.270
56,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-10-03T14:20:55.270
57,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-10-03T14:20:55.270
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-10-03T14:20:55.270
59,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-10-03T14:20:55.270
60,2020-03-30T00:00:00.000,Death,Community,1,2020-10-03T14:20:55.270
61,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-10-03T14:20:55.270
62,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-10-03T14:20:55.270
63,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-10-03T14:20:55.270
64,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-10-03T14:20:55.270
65,2020-03-31T00:00:00.000,Death,Community,1,2020-10-03T14:20:55.270
66,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-10-03T14:20:55.270
67,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-10-03T14:20:55.270
68,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-10-03T14:20:55.270
69,2020-04-01T00:00:00.000,Death,Community,2,2020-10-03T14:20:55.270
70,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-10-03T14:20:55.270
71,2020-04-01T00:00:00.000,Death,From Contact,1,2020-10-03T14:20:55.270
72,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-10-03T14:20:55.270
73,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-10-03T14:20:55.270
74,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-10-03T14:20:55.270
75,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-10-03T14:20:55.270
