,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-03T15:15:01.730
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-03T15:15:01.730
2,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
3,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-03T15:15:01.730
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-03T15:15:01.730
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-03T15:15:01.730
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-03T15:15:01.730
7,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-03T15:15:01.730
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-03T15:15:01.730
9,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-03T15:15:01.730
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-03T15:15:01.730
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-03T15:15:01.730
12,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-03T15:15:01.730
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-03T15:15:01.730
14,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-03T15:15:01.730
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-03T15:15:01.730
16,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
17,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-03T15:15:01.730
18,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
19,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-03T15:15:01.730
20,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-03T15:15:01.730
21,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-03T15:15:01.730
22,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
23,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-03T15:15:01.730
24,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-03T15:15:01.730
25,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
26,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-03T15:15:01.730
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-03T15:15:01.730
28,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-03T15:15:01.730
29,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-03T15:15:01.730
30,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
31,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-03T15:15:01.730
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-03T15:15:01.730
33,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-03T15:15:01.730
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-03T15:15:01.730
35,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-03T15:15:01.730
36,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-03T15:15:01.730
37,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-03T15:15:01.730
38,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-03T15:15:01.730
39,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-03T15:15:01.730
40,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-03T15:15:01.730
41,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-03T15:15:01.730
42,2020-03-24T00:00:00.000,Death,Community,1,2020-08-03T15:15:01.730
43,2020-03-25T00:00:00.000,Confirmed,Unknown,4,2020-08-03T15:15:01.730
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-03T15:15:01.730
45,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-03T15:15:01.730
46,2020-03-26T00:00:00.000,Death,Community,2,2020-08-03T15:15:01.730
47,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
48,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-03T15:15:01.730
49,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-03T15:15:01.730
50,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-08-03T15:15:01.730
51,2020-03-27T00:00:00.000,Death,Community,1,2020-08-03T15:15:01.730
52,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-03T15:15:01.730
53,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-03T15:15:01.730
54,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-03T15:15:01.730
55,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-03T15:15:01.730
57,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-03T15:15:01.730
58,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-08-03T15:15:01.730
59,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-08-03T15:15:01.730
60,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-08-03T15:15:01.730
62,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-08-03T15:15:01.730
63,2020-03-30T00:00:00.000,Death,Community,1,2020-08-03T15:15:01.730
64,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-08-03T15:15:01.730
65,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-08-03T15:15:01.730
66,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-08-03T15:15:01.730
67,2020-03-31T00:00:00.000,Death,Community,1,2020-08-03T15:15:01.730
68,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-08-03T15:15:01.730
69,2020-04-01T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
70,2020-04-01T00:00:00.000,Death,Community,2,2020-08-03T15:15:01.730
71,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-08-03T15:15:01.730
72,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-08-03T15:15:01.730
73,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-08-03T15:15:01.730
74,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-08-03T15:15:01.730
75,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-08-03T15:15:01.730
76,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-08-03T15:15:01.730
77,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-08-03T15:15:01.730
78,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-08-03T15:15:01.730
79,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-08-03T15:15:01.730
80,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-08-03T15:15:01.730
81,2020-04-04T00:00:00.000,Confirmed,From Contact,8,2020-08-03T15:15:01.730
82,2020-04-05T00:00:00.000,Confirmed,From Contact,7,2020-08-03T15:15:01.730
83,2020-04-05T00:00:00.000,Death,Community,1,2020-08-03T15:15:01.730
84,2020-04-05T00:00:00.000,Confirmed,Community,24,2020-08-03T15:15:01.730
85,2020-04-05T00:00:00.000,Confirmed,Unknown,4,2020-08-03T15:15:01.730
86,2020-04-06T00:00:00.000,Confirmed,Community,26,2020-08-03T15:15:01.730
87,2020-04-06T00:00:00.000,Confirmed,From Contact,18,2020-08-03T15:15:01.730
88,2020-04-06T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
89,2020-04-06T00:00:00.000,Confirmed,Unknown,8,2020-08-03T15:15:01.730
90,2020-04-07T00:00:00.000,Death,Community,1,2020-08-03T15:15:01.730
91,2020-04-07T00:00:00.000,Confirmed,Unknown,7,2020-08-03T15:15:01.730
92,2020-04-07T00:00:00.000,Confirmed,Community,24,2020-08-03T15:15:01.730
93,2020-04-07T00:00:00.000,Confirmed,From Contact,27,2020-08-03T15:15:01.730
94,2020-04-08T00:00:00.000,Confirmed,Community,44,2020-08-03T15:15:01.730
95,2020-04-08T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
96,2020-04-08T00:00:00.000,Confirmed,From Contact,20,2020-08-03T15:15:01.730
97,2020-04-08T00:00:00.000,Confirmed,Unknown,2,2020-08-03T15:15:01.730
98,2020-04-09T00:00:00.000,Confirmed,Unknown,2,2020-08-03T15:15:01.730
99,2020-04-09T00:00:00.000,Confirmed,Community,58,2020-08-03T15:15:01.730
100,2020-04-09T00:00:00.000,Confirmed,From Contact,17,2020-08-03T15:15:01.730
101,2020-04-10T00:00:00.000,Confirmed,From Contact,9,2020-08-03T15:15:01.730
102,2020-04-10T00:00:00.000,Confirmed,Community,17,2020-08-03T15:15:01.730
103,2020-04-10T00:00:00.000,Death,Community,2,2020-08-03T15:15:01.730
104,2020-04-11T00:00:00.000,Confirmed,Community,17,2020-08-03T15:15:01.730
105,2020-04-11T00:00:00.000,Death,From Contact,1,2020-08-03T15:15:01.730
106,2020-04-11T00:00:00.000,Confirmed,From Contact,7,2020-08-03T15:15:01.730
107,2020-04-12T00:00:00.000,Confirmed,Community,9,2020-08-03T15:15:01.730
108,2020-04-12T00:00:00.000,Confirmed,From Contact,9,2020-08-03T15:15:01.730
109,2020-04-13T00:00:00.000,Confirmed,From Contact,13,2020-08-03T15:15:01.730
110,2020-04-13T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
111,2020-04-13T00:00:00.000,Confirmed,Community,18,2020-08-03T15:15:01.730
112,2020-04-13T00:00:00.000,Death,Unknown,1,2020-08-03T15:15:01.730
113,2020-04-14T00:00:00.000,Confirmed,Community,28,2020-08-03T15:15:01.730
114,2020-04-14T00:00:00.000,Confirmed,From Contact,18,2020-08-03T15:15:01.730
115,2020-04-14T00:00:00.000,Death,Community,2,2020-08-03T15:15:01.730
116,2020-04-15T00:00:00.000,Confirmed,Unknown,1,2020-08-03T15:15:01.730
