,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-07-27T15:15:02.060
1,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-07-27T15:15:02.060
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-07-27T15:15:02.060
3,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-07-27T15:15:02.060
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-07-27T15:15:02.060
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-07-27T15:15:02.060
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-07-27T15:15:02.060
7,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-07-27T15:15:02.060
8,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-07-27T15:15:02.060
9,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-07-27T15:15:02.060
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-07-27T15:15:02.060
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-07-27T15:15:02.060
12,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-07-27T15:15:02.060
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-07-27T15:15:02.060
14,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-07-27T15:15:02.060
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-07-27T15:15:02.060
16,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-07-27T15:15:02.060
17,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-07-27T15:15:02.060
18,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-07-27T15:15:02.060
19,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-07-27T15:15:02.060
20,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-07-27T15:15:02.060
21,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-07-27T15:15:02.060
22,2020-03-17T00:00:00.000,Death,From Contact,1,2020-07-27T15:15:02.060
23,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-07-27T15:15:02.060
24,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-07-27T15:15:02.060
25,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-07-27T15:15:02.060
26,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-07-27T15:15:02.060
27,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-07-27T15:15:02.060
28,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-07-27T15:15:02.060
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-07-27T15:15:02.060
30,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-07-27T15:15:02.060
31,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-07-27T15:15:02.060
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-07-27T15:15:02.060
33,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-07-27T15:15:02.060
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-07-27T15:15:02.060
35,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-07-27T15:15:02.060
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-07-27T15:15:02.060
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-07-27T15:15:02.060
38,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-07-27T15:15:02.060
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-07-27T15:15:02.060
40,2020-03-24T00:00:00.000,Death,Community,1,2020-07-27T15:15:02.060
41,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-07-27T15:15:02.060
42,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-07-27T15:15:02.060
43,2020-03-25T00:00:00.000,Confirmed,Unknown,4,2020-07-27T15:15:02.060
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-07-27T15:15:02.060
45,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-07-27T15:15:02.060
46,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-07-27T15:15:02.060
47,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-07-27T15:15:02.060
48,2020-03-26T00:00:00.000,Death,Community,2,2020-07-27T15:15:02.060
49,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-07-27T15:15:02.060
50,2020-03-26T00:00:00.000,Death,From Contact,1,2020-07-27T15:15:02.060
51,2020-03-27T00:00:00.000,Death,Community,1,2020-07-27T15:15:02.060
52,2020-03-27T00:00:00.000,Death,From Contact,1,2020-07-27T15:15:02.060
53,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-07-27T15:15:02.060
54,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-07-27T15:15:02.060
55,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-07-27T15:15:02.060
56,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-07-27T15:15:02.060
57,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-07-27T15:15:02.060
58,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-07-27T15:15:02.060
59,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-07-27T15:15:02.060
60,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-07-27T15:15:02.060
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-07-27T15:15:02.060
62,2020-03-30T00:00:00.000,Death,Community,1,2020-07-27T15:15:02.060
63,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-07-27T15:15:02.060
64,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-07-27T15:15:02.060
65,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-07-27T15:15:02.060
66,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-07-27T15:15:02.060
67,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-07-27T15:15:02.060
68,2020-03-31T00:00:00.000,Death,Community,1,2020-07-27T15:15:02.060
69,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-07-27T15:15:02.060
