,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-12T15:15:02.180
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-12T15:15:02.180
2,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-08-12T15:15:02.180
3,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-12T15:15:02.180
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-12T15:15:02.180
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-12T15:15:02.180
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-12T15:15:02.180
7,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-12T15:15:02.180
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-12T15:15:02.180
9,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-12T15:15:02.180
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-12T15:15:02.180
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-12T15:15:02.180
12,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-12T15:15:02.180
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-12T15:15:02.180
14,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-12T15:15:02.180
15,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-12T15:15:02.180
16,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-12T15:15:02.180
17,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-12T15:15:02.180
18,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-12T15:15:02.180
19,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-12T15:15:02.180
20,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-12T15:15:02.180
21,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-12T15:15:02.180
