,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-09-15T14:19:51.617
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-09-15T14:19:51.617
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-09-15T14:19:51.617
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-09-15T14:19:51.617
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-09-15T14:19:51.617
5,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-09-15T14:19:51.617
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-09-15T14:19:51.617
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-09-15T14:19:51.617
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-09-15T14:19:51.617
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-09-15T14:19:51.617
10,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-09-15T14:19:51.617
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-09-15T14:19:51.617
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-09-15T14:19:51.617
13,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-09-15T14:19:51.617
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-09-15T14:19:51.617
15,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-09-15T14:19:51.617
16,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-09-15T14:19:51.617
17,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-09-15T14:19:51.617
18,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-09-15T14:19:51.617
19,2020-03-17T00:00:00.000,Death,From Contact,1,2020-09-15T14:19:51.617
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-09-15T14:19:51.617
21,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-09-15T14:19:51.617
22,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-09-15T14:19:51.617
23,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-09-15T14:19:51.617
24,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-09-15T14:19:51.617
25,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-09-15T14:19:51.617
26,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-09-15T14:19:51.617
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-09-15T14:19:51.617
28,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-09-15T14:19:51.617
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-09-15T14:19:51.617
30,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-09-15T14:19:51.617
31,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-09-15T14:19:51.617
32,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-09-15T14:19:51.617
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-09-15T14:19:51.617
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-09-15T14:19:51.617
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-09-15T14:19:51.617
36,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-09-15T14:19:51.617
37,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-09-15T14:19:51.617
38,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-09-15T14:19:51.617
39,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-09-15T14:19:51.617
40,2020-03-24T00:00:00.000,Death,Community,1,2020-09-15T14:19:51.617
41,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-09-15T14:19:51.617
42,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-09-15T14:19:51.617
43,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-09-15T14:19:51.617
44,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-09-15T14:19:51.617
45,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-09-15T14:19:51.617
46,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-09-15T14:19:51.617
47,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-09-15T14:19:51.617
48,2020-03-26T00:00:00.000,Death,Community,2,2020-09-15T14:19:51.617
49,2020-03-26T00:00:00.000,Death,From Contact,1,2020-09-15T14:19:51.617
50,2020-03-27T00:00:00.000,Death,From Contact,1,2020-09-15T14:19:51.617
51,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-09-15T14:19:51.617
52,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-09-15T14:19:51.617
53,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-09-15T14:19:51.617
54,2020-03-27T00:00:00.000,Death,Community,1,2020-09-15T14:19:51.617
55,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-09-15T14:19:51.617
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-09-15T14:19:51.617
57,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-09-15T14:19:51.617
58,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-09-15T14:19:51.617
